000058598;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;50;
000058845;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;50;
000059038;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;50;
000059258;4291420554;1;1;0;50;2;1;0;50;3;1;0;84;4;1;0;50;
000059478;4291420554;1;1;0;50;2;1;0;50;3;1;0;37;4;1;0;50;
000059698;4291420554;1;1;0;50;2;1;0;50;3;1;0;12;4;1;0;50;
000059918;4291420554;1;1;0;50;2;1;0;50;3;1;0;86;4;1;0;50;
000060154;4291420554;1;1;0;50;2;1;0;50;3;1;0;49;4;1;0;50;
000060358;4291420554;1;1;0;50;2;1;0;50;3;1;0;17;4;1;0;50;
000060578;4291420554;1;1;0;50;2;1;0;50;3;1;0;70;4;1;0;50;
000060798;4291420554;1;1;0;50;2;1;0;50;3;1;0;83;4;1;0;50;
000061018;4291420554;1;1;0;50;2;1;0;50;3;1;0;29;4;1;0;50;
000061245;4291420554;1;1;0;50;2;1;0;50;3;1;0;20;4;1;0;50;
000061474;4291420554;1;1;0;50;2;1;0;50;3;1;0;69;4;1;0;50;
000061678;4291420554;1;1;0;50;2;1;0;50;3;1;0;80;4;1;0;50;
000061898;4291420554;1;1;0;50;2;1;0;50;3;1;0;20;4;1;0;50;
000062118;4291420554;1;1;0;50;2;1;0;50;3;1;0;13;4;1;0;50;
000062338;4291420554;1;1;0;50;2;1;0;50;3;1;0;75;4;1;0;50;
000062558;4291420554;1;1;0;50;2;1;0;50;3;1;0;77;4;1;0;50;
000062805;4291420554;1;1;0;50;2;1;0;50;3;1;0;38;4;1;0;50;
000062998;4291420554;1;1;0;50;2;1;0;50;3;1;0;47;4;1;0;41;
000063218;4291420554;1;1;0;50;2;1;0;50;3;1;0;43;4;1;0;3;
000063438;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;70;
000063658;4291420554;1;1;0;50;2;1;0;50;3;1;0;47;4;1;0;60;
000063878;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;11;
000064125;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;79;
000064318;4291420554;1;1;0;50;2;1;0;50;3;1;0;45;4;1;0;65;
000064538;4291420554;1;1;0;50;2;1;0;50;3;1;0;44;4;1;0;1;
000064758;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;76;
000064978;4291420554;1;1;0;50;2;1;0;50;3;1;0;44;4;1;0;76;
000065201;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;9;
000065434;4291420554;1;1;0;50;2;1;0;50;3;1;0;51;4;1;0;65;
000065638;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;86;
000065858;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;9;
000066078;4291420554;1;1;0;50;2;1;0;50;3;1;0;53;4;1;0;50;
000066298;4291420554;1;1;0;50;2;1;0;50;3;1;0;49;4;1;0;59;
000066525;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;50;
000066754;4291420554;1;1;0;50;2;1;0;50;3;1;0;50;4;1;0;50;
000066958;4291420554;1;1;0;39;2;1;0;50;3;1;0;50;4;1;0;50;
000067178;4291420554;1;1;0;34;2;1;0;50;3;1;0;50;4;1;0;50;
000067398;4291420554;1;1;0;34;2;1;0;50;3;1;0;50;4;1;0;50;
000067618;4291420554;1;1;0;34;2;1;0;50;3;1;0;50;4;1;0;50;
000067838;4291420554;1;1;0;34;2;1;0;50;3;1;0;50;4;1;0;50;
000068058;4291420554;1;1;0;34;2;1;0;50;3;1;0;50;4;1;0;50;
000068278;4291420554;1;1;0;34;2;1;0;50;3;1;0;50;4;1;0;50;
000068498;4291420554;1;1;0;34;2;1;0;50;3;1;0;50;4;1;0;50;
000068718;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000068938;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000069158;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000069400;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000069598;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000069818;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
000070038;4291420554;1;1;0;1;2;1;0;50;3;1;0;50;4;1;0;50;
